"uniprotkb_canonical_ac","uniprotkb_isoform_ac","transcript_id","peptide_id","chromosome_id","start_pos","end_pos","strand"
"Q15528-1","E9PGW7-1","ENST00000457204","ENSP00000404178","9","133346662","133344205","1"
"Q13191-1","A0A2R8Y875-1","ENST00000646499","ENSP00000496708","3","105867577","105839461","1"
"Q5THJ4-1","A0A2R8Y876-1","ENST00000645371","ENSP00000496547","1","12382996","12453879","0"
"P54849-1","F5H397-1","ENST00000537612","ENSP00000445319","12","13211511","13216475","0"
"P37288-1","F8VW98-1","ENST00000550940","ENSP00000449822","12","63150179","63145367","1"
"P37288-1","P37288-1","ENST00000299178","ENSP00000299178","12","63150836","63147362","1"
"Q0ZGT2-1","E7ETM8-1","ENST00000401035","ENSP00000383814","1","77916107","77933383","0"
"Q8N4U5-1","F8VRQ3-1","ENST00000553098","ENSP00000448629","12","106311076","106323576","0"
"Q8N394-1","F8VRQ2-1","ENST00000546590","ENSP00000448630","12","82687587","82895839","0"
"Q99435-1","F8VRQ0-1","ENST00000548826","ENSP00000448635","12","44875869","44815985","1"
"P06733-1","A0A2R8Y879-1","ENST00000646906","ENSP00000496562","1","8874908","8867186","1"
"Q5JU85-2","Q5JU85-2","ENST00000642864","ENSP00000495726","X","53321123","53234222","1"
"Q5JU85-2","Q5JU85-3","ENST00000375365","ENSP00000364514","X","53281521","53235174","1"
"Q5JU85-2","Q5JU85-4","ENST00000639161","ENSP00000491796","X","53281521","53266968","1"
"Q96GM5-1","F8VRQ4-1","ENST00000548573","ENSP00000448627","12","50088239","50098997","0"
"Q9NXJ5-1","U3KQ24-1","ENST00000597431","ENSP00000475477","19","18340682","18363519","0"
"Q9GZN2-1","U3KQ25-1","ENST00000558465","ENSP00000475479","20","36578925","36591618","0"
"P85037-1","U3KQ26-1","ENST00000460979","ENSP00000475486","7","4740859","4754620","0"
"Q9NR48-1","A0A7I2V4H9-1","ENST00000679133","ENSP00000504026","1","155521519","155337663","1"
"Q9NWD8-1","U3KQ21-1","ENST00000607045","ENSP00000475466","7","66941866","66945158","0"
"P56282-1","U3KQ22-1","ENST00000553805","ENSP00000475468","14","49688203","49679682","1"
"Q9P0N9-1","U3KQ23-1","ENST00000606530","ENSP00000475469","6","13326898","13326839","1"
"Q17R31-1","U3KQ29-1","ENST00000606486","ENSP00000475492","1","212797132","212797224","0"
"Q9BVV7-1","J3KRJ3-1","ENST00000580087","ENSP00000462028","18","74148809","74156290","0"
"Q96PQ7-1","H0YAF6-1","ENST00000514399","ENSP00000426949","4","39062940","39063583","0"
"O75431-1","C9JNK6-1","ENST00000443241","ENSP00000414176","2","176269630","176337661","0"
"Q9P278-1","H0Y8F3-1","ENST00000504715","ENSP00000420841","4","158832080","158859646","0"
"Q9P278-1","D6RFH5-1","ENST00000512986","ENSP00000421488","4","158806248","158868586","0"
"Q9P278-1","Q9P278-1","ENST00000264433","ENSP00000264433","4","158769213","158904541","0"
"O94979-1","H0YAF5-1","ENST00000515062","ENSP00000426943","4","82827612","82819075","1"
"P42702-1","H0YAF2-1","ENST00000506003","ENSP00000426919","5","38502675","38496447","1"
"Q9Y4R7-1","C9JNK2-1","ENST00000438596","ENSP00000414965","3","9810662","9817656","0"
"Q9P273-1","H0YAF0-1","ENST00000510504","ENSP00000426914","4","182448999","182628873","0"
"P46379-1","F6TC96-1","ENST00000433146","ENSP00000400877","6","31728036","31725187","1"
"O95166-1","H6UMI1-1","ENST00000573928","ENSP00000458476","17","7242330","7241336","1"
"P63244-1","H0YAF8-1","ENST00000502905","ENSP00000426960","5","181242206","181236978","1"
"P19883-1","H0YAF9-1","ENST00000497789","ENSP00000426971","5","53484216","53485227","0"
"Q9UBU8-1","H0YLJ3-1","ENST00000558746","ENSP00000453231","15","78873018","78894905","0"
"Q13621-1","H0YLJ2-1","ENST00000559641","ENSP00000453230","15","48220930","48285125","0"
"Q8WXG9-1","A0A1W2PS08-1","ENST00000640012","ENSP00000492538","5","90679606","90685810","0"
"Q9Y6I4-1","H0YLJ0-1","ENST00000559192","ENSP00000453228","15","63504740","63533815","0"
"P22735-1","H0YLJ6-1","ENST00000560478","ENSP00000453234","14","24262352","24262203","1"
"Q12965-1","H0YLJ4-1","ENST00000559269","ENSP00000453232","15","59227590","59163219","1"
"Q99731-1","Q5VZ75-1","ENST00000378800","ENSP00000368077","9","34691139","34689894","1"
"Q99731-1","Q99731-1","ENST00000311925","ENSP00000308815","9","34691139","34689822","1"
"Q99733-1","Q99733-2","ENST00000526115","ENSP00000436397","11","2979220","2945611","1"
"Q99733-1","A8MXH2-1","ENST00000399614","ENSP00000382523","11","2976103","2964725","1"
"Q99733-1","E9PS34-1","ENST00000633351","ENSP00000487825","11","2978103","2970331","1"
"Q99733-1","E9PJJ2-1","ENST00000526842","ENSP00000431799","11","2979220","2971466","1"
"Q99733-1","E9PNW0-1","ENST00000633461","ENSP00000488709","11","2978103","2970409","1"
"Q99733-1","E9PNJ7-1","ENST00000528968","ENSP00000434759","11","2979220","2969917","1"
"Q99733-1","E9PP22-1","ENST00000532325","ENSP00000436488","11","2979220","2958484","1"
"Q99733-1","Q99733-1","ENST00000380542","ENSP00000369915","11","2979220","2949262","1"
"Q99733-1","E9PKI2-1","ENST00000534372","ENSP00000433512","11","2979220","2972183","1"
"Q99733-1","E9PKT8-1","ENST00000529361","ENSP00000435327","11","2979220","2969866","1"
"Q99733-1","C9JZI7-1","ENST00000632355","ENSP00000488498","11","2978103","2957356","1"
"Q99733-1","C9J1B1-1","ENST00000631478","ENSP00000488634","11","2978103","2971030","1"
"Q99733-1","C9J6D1-1","ENST00000631563","ENSP00000488479","11","2978103","2968682","1"
"Q99733-1","H0YCI4-1","ENST00000634125","ENSP00000488078","11","2968783","2953265","1"
"Q99732-1","I3L3U8-1","ENST00000571627","ENSP00000460743","16","11556730","11549664","1"
"Q99732-1","I3L1I9-1","ENST00000570798","ENSP00000458871","16","11556730","11549712","1"
"Q99732-1","I3L409-1","ENST00000573332","ENSP00000460873","16","11556730","11553726","1"
"Q99732-1","I3L1P1-1","ENST00000574701","ENSP00000458981","16","11556730","11551774","1"
"Q99732-1","Q99732-1","ENST00000571688","ENSP00000459533","16","11556730","11549640","1"
"Q99732-1","I3L1R0-1","ENST00000571277","ENSP00000459026","16","11556730","11556614","1"
"Q99732-1","A0A0G2JLC4-1","ENST00000575426","ENSP00000459094","16","11556444","11556415","1"
"Q99732-1","I3L2E2-1","ENST00000571459","ENSP00000459603","16","11556730","11549741","1"
"Q99732-1","Q99732-3","ENST00000413364","ENSP00000397958","16","11556730","11551726","1"
"Q99732-1","I3L2T6-1","ENST00000574703","ENSP00000459913","16","11556730","11556416","1"
"Q99732-1","I3L1H3-1","ENST00000572255","ENSP00000458836","16","11553630","11549640","1"
"Q99732-1","I3L133-1","ENST00000576334","ENSP00000458538","16","11633617","11556722","1"
"Q99732-1","I3L329-1","ENST00000571976","ENSP00000460133","16","11556730","11553532","1"
"Q99732-1","I3L2T1-1","ENST00000574848","ENSP00000459898","16","11633617","11556557","1"
"Q99735-1","Q99735-1","ENST00000265498","ENSP00000265498","4","139666020","139704145","0"
"Q99735-1","Q99735-2","ENST00000506797","ENSP00000424278","4","139666020","139703527","0"
"Q5SRN2-1","A0A0G2JN90-1","ENST00000621801","ENSP00000480915","6","32347227","32268830","1"
"O00233-1","F5GX23-1","ENST00000543699","ENSP00000440500","12","121888857","121903045","0"
"Q96MU7-1","J3QR07-1","ENST00000627168","ENSP00000486746","4","68349753","68314102","1"
"O76036-1","A0A0G2JN91-1","ENST00000618585","ENSP00000480921","19","54836178","54842851","0"
"P17844-1","J3QR02-1","ENST00000578400","ENSP00000463975","17","64506119","64503258","1"
"Q9C091-1","J3QR03-1","ENST00000581327","ENSP00000463976","18","21449635","21452276","0"
"Q9Y3R0-1","H0YGF1-1","ENST00000540854","ENSP00000443006","12","66539108","66349221","1"
"A8MT69-1","J3QR01-1","ENST00000584600","ENSP00000463974","17","82022858","82019208","1"
"P07202-1","A0A0G2JR31-1","ENST00000627917","ENSP00000486403","2","1412783","1538270","0"
"Q7Z5J4-1","J3QR08-1","ENST00000583166","ENSP00000463984","17","17798384","17804093","0"
"Q9NPL8-1","C9JU35-1","ENST00000493694","ENSP00000419510","3","119498734","119523753","0"
"Q29983-1","A0A024RCL3-1","ENST00000616296","ENSP00000482382","6","31410764","31412428","0"
"Q07954-1","Q7Z7K9-1","ENST00000553277","ENSP00000451449","12","57128965","57149726","0"
"Q7Z7K2-1","C9JAX3-1","ENST00000484747","ENSP00000418011","7","149771032","149764503","1"
"Q7Z7K2-1","Q7Z7K2-1","ENST00000302017","ENSP00000304769","7","149771032","149764717","1"
"Q7Z7K0-1","C9JES7-1","ENST00000423894","ENSP00000404581","3","28241794","28319626","0"
"Q7Z7K0-1","F8WAC1-1","ENST00000334841","ENSP00000334960","3","28241794","28263323","0"
"Q7Z7K0-1","Q7Z7K0-1","ENST00000466830","ENSP00000418348","3","28241794","28319626","0"
"Q9NZV1-1","A0A0G2JN95-1","ENST00000613124","ENSP00000480932","2","36362476","36362655","0"
"Q7Z7K6-1","Q7Z7K6-3","ENST00000299736","ENSP00000299736","17","16353436","16342820","1"
"Q7Z7K6-1","K7ERN6-1","ENST00000482983","ENSP00000468338","17","16349956","16349318","1"
"Q7Z7K6-1","A0A0M3HER2-1","ENST00000476243","ENSP00000462377","17","16353436","16349318","1"
"P05997-1","A0A087WYX9-1","ENST00000618828","ENSP00000482184","2","189088709","189034073","1"
"P05997-1","P05997-1","ENST00000374866","ENSP00000364000","2","189179604","189034073","1"
"P05997-1","A0A3B3IRH9-1","ENST00000649966","ENSP00000496785","2","189110408","189085172","1"
"Q13951-1","H3BSC0-1","ENST00000564034","ENSP00000456637","16","67029408","67082233","0"
"Q9ULP0-1","H3BSC3-1","ENST00000566618","ENSP00000456641","16","58504192","58506590","0"
"Q96IC2-1","H3BSC5-1","ENST00000568501","ENSP00000456643","16","20814988","20821832","0"
"Q8IVS8-1","C9JA32-1","ENST00000471180","ENSP00000417526","3","52290964","52293131","0"
"Q5T013-1","E7EWH8-1","ENST00000486909","ENSP00000428399","1","43453793","43451342","1"
"P09871-1","C9IZP8-1","ENST00000413211","ENSP00000406643","12","7061913","7062985","0"
"Q9HAT1-1","H3BSC9-1","ENST00000562810","ENSP00000456650","15","74813437","74816652","0"
"Q9UJH8-1","H3BSC8-1","ENST00000570132","ENSP00000456647","16","715290","715978","0"
"Q9UHC7-1","C9IZP5-1","ENST00000473444","ENSP00000418620","7","140473281","140459798","1"
"C9JA33-1","C9JZH4-1","ENST00000497711","ENSP00000419747","9","109867072","109942771","0"
"C9JA33-1","C9JVY5-1","ENST00000480388","ENSP00000419268","9","110090381","110138424","0"
"C9JA33-1","A0A669KBK1-1","ENST00000674068","ENSP00000501308","9","109780489","109780533","0"
"C9JA33-1","F8WF36-1","ENST00000495980","ENSP00000419364","9","110048700","110156324","0"
"C9JA33-1","C9JA33-1","ENST00000483909","ENSP00000417525","9","109780489","109943422","0"
"C9JA33-1","B1ALY0-1","ENST00000413420","ENSP00000397839","9","109780489","110136147","0"
"Q9Y2D0-1","C9IZP3-1","ENST00000498004","ENSP00000418622","X","15750024","15764663","0"
"Q8IVB4-1","C9IZP1-1","ENST00000474151","ENSP00000418627","3","143848322","143795015","1"
"Q9UID6-1","C9IZP0-1","ENST00000481587","ENSP00000418628","3","179328294","179333375","0"
"Q2KHT3-1","H7BZI2-1","ENST00000428742","ENSP00000389743","16","11123743","11157088","0"
"O15264-1","Q5R3E6-1","ENST00000373759","ENSP00000362864","6","36131386","36138781","0"
"P49023-1","F8W0G0-1","ENST00000548912","ENSP00000446607","12","120222956","120222737","1"
"Q8IWW6-1","Q1RLN5-1","ENST00000375245","ENSP00000364394","10","31908855","31807661","1"
"Q6NUQ4-1","H7BZI0-1","ENST00000434544","ENSP00000389729","2","27038710","27040371","0"
"P32321-1","D6RBN2-1","ENST00000510307","ENSP00000424050","4","182915568","182894490","1"
"Q16637-1","A0A0G2JRY6-1","ENST00000628043","ENSP00000487186","5","70285253","70295758","0"
"Q9UMS4-1","H0YGF3-1","ENST00000540473","ENSP00000443031","11","60902414","60890770","1"
"O95235-1","D6RBN1-1","ENST00000504621","ENSP00000424056","5","138179681","138182746","0"
"Q9BS16-1","D6RBN6-1","ENST00000510768","ENSP00000424039","5","65554907","65541374","1"
"Q16568-1","Q16568-1","ENST00000296777","ENSP00000296777","5","71719294","71720612","0"
"P36406-1","D6RBN4-1","ENST00000505205","ENSP00000424044","5","65624274","65613844","1"
"Q9NX40-1","D6RBN5-1","ENST00000509122","ENSP00000424041","4","48832625","48860759","0"
"P47804-1","A0A494C187-1","ENST00000652122","ENSP00000498917","10","84245091","84258636","0"
"Q96C34-1","Q96C34-1","ENST00000361677","ENSP00000354622","17","42980577","42991713","0"
"Q96C34-1","K7EQS2-1","ENST00000589705","ENSP00000467953","17","42980581","42990866","0"
"Q8N441-1","D6RBN8-1","ENST00000507339","ENSP00000424037","4","1012486","1023839","0"
"Q16566-1","D6REY7-1","ENST00000514007","ENSP00000421606","5","111224484","111394733","0"
"Q16566-1","Q16566-1","ENST00000282356","ENSP00000282356","5","111224484","111484463","0"
"Q16566-1","D6RE65-1","ENST00000508074","ENSP00000426940","5","111224484","111394749","0"
"Q16566-1","D6RCD6-1","ENST00000515231","ENSP00000424912","5","111224484","111394733","0"
"Q16560-1","Q16560-1","ENST00000526639","ENSP00000432595","12","123465541","123466278","0"
"Q16560-1","Q16560-2","ENST00000412157","ENSP00000403310","12","123459889","123466278","0"
"Q16563-1","H7C4J8-1","ENST00000464029","ENSP00000417473","7","106097862","106092588","1"
"Q16563-1","Q16563-1","ENST00000011473","ENSP00000011473","7","106112529","106091808","1"
"Q16563-1","Q16563-2","ENST00000455385","ENSP00000388336","7","106112208","106091808","1"
"Q16563-1","A0A0U1RQT9-1","ENST00000634737","ENSP00000489167","7","106112142","106093079","1"
"Q16563-1","C9JYN0-1","ENST00000470347","ENSP00000419070","7","106112208","106092589","1"
"Q70UQ0-1","Q70UQ0-1","ENST00000342502","ENSP00000343471","12","98644701","98613588","1"
"Q70UQ0-1","Q70UQ0-3","ENST00000393042","ENSP00000376762","12","98644701","98614310","1"
"Q70UQ0-1","Q70UQ0-4","ENST00000299157","ENSP00000299157","12","98644701","98625933","1"
"P09769-1","Q5TGY6-1","ENST00000457296","ENSP00000407670","1","27623916","27615516","1"
"Q96C36-1","A0A087WTV6-1","ENST00000612039","ENSP00000478165","1","225924110","225920458","1"
"Q96C36-1","A0A087WZR9-1","ENST00000612651","ENSP00000482845","1","225924110","225920458","1"
"Q96C36-1","A0A087WZF0-1","ENST00000489681","ENSP00000482614","1","225923730","225921606","1"
"Q96C36-1","A0A087WX69-1","ENST00000472798","ENSP00000480779","1","225923730","225922029","1"
"Q96C36-1","Q96C36-1","ENST00000343818","ENSP00000342502","1","225924110","225920458","1"
"Q86SQ9-1","E9PR24-1","ENST00000533087","ENSP00000436119","1","26432946","26447613","0"
"Q86SQ9-1","E9PSH7-1","ENST00000525546","ENSP00000433976","1","26432946","26442805","0"
"Q86SQ9-1","Q5T0A1-1","ENST00000374185","ENSP00000363300","1","26432946","26447745","0"
"Q86SQ9-1","Q5T0A6-1","ENST00000431933","ENSP00000399781","1","26442836","26469128","0"
"Q86SQ9-1","Q5T0A3-1","ENST00000430232","ENSP00000397584","1","26432946","26460144","0"
"Q86SQ9-1","H0Y4T1-1","ENST00000416052","ENSP00000393961","1","26446364","26467384","0"
"Q86SQ9-1","E9PL99-1","ENST00000525326","ENSP00000431407","1","26432946","26442763","0"
"Q86SQ9-1","E9PI64-1","ENST00000531312","ENSP00000436764","1","26432946","26446382","0"
"Q86SQ9-1","E9PI09-1","ENST00000427245","ENSP00000399177","1","26432946","26448407","0"
"Q86SQ9-1","Q86SQ9-2","ENST00000360009","ENSP00000353104","1","26432946","26469128","0"
"Q86SQ9-1","Q86SQ9-3","ENST00000526219","ENSP00000434219","1","26432946","26469128","0"
"Q86SQ9-1","Q86SQ9-4","ENST00000525682","ENSP00000434984","1","26432946","26469128","0"
"Q86SQ9-1","Q5T0A0-1","ENST00000434391","ENSP00000403529","1","26432946","26442746","0"
"Q86SQ9-1","Q86SQ9-1","ENST00000236342","ENSP00000236342","1","26432946","26469128","0"
"Q86SQ9-1","Q5T0A2-1","ENST00000436153","ENSP00000405604","1","26432946","26447637","0"
"Q86SQ9-1","E9PRS7-1","ENST00000525165","ENSP00000434185","1","26432946","26446358","0"
"Q86SQ9-1","E9PKJ5-1","ENST00000530781","ENSP00000433491","1","26432946","26438284","0"
"Q5TGY3-1","Q5TGY3-1","ENST00000374011","ENSP00000363123","1","27534842","27534303","1"
"Q86SQ7-1","A0A0G2JR50-1","ENST00000627744","ENSP00000486441","1","243286287","243499782","0"
"Q86SQ7-1","Q86SQ7-1","ENST00000366541","ENSP00000355499","1","243256174","243499782","0"
"Q86SQ7-1","S4R323-1","ENST00000476722","ENSP00000473868","1","243286354","243305142","0"
"Q86SQ7-1","A0A0G2JQM2-1","ENST00000630785","ENSP00000485978","1","243286287","243499782","0"
"Q86SQ7-1","A0A0G2JR20-1","ENST00000630755","ENSP00000486376","1","243304713","243499782","0"
"Q86SQ7-1","A0A0C4DG71-1","ENST00000435549","ENSP00000410200","1","243286383","243499782","0"
"Q86SQ6-3","Q86SQ6-2","ENST00000392606","ENSP00000376383","10","133102733","133129508","0"
"Q86SQ6-3","Q86SQ6-3","ENST00000392607","ENSP00000376384","10","133088910","133129508","0"
"P40763-1","A0A7I2V395-1","ENST00000679185","ENSP00000503332","17","42348516","42316830","1"
"Q86SQ4-1","H0YFM8-1","ENST00000540208","ENSP00000439371","6","142402752","142405696","0"
"Q86SQ4-1","F5H2L1-1","ENST00000541199","ENSP00000446287","6","142309545","142370450","0"
"Q86SQ4-1","Q86SQ4-1","ENST00000230173","ENSP00000230173","6","142302330","142443379","0"
"Q86SQ4-1","Q86SQ4-2","ENST00000296932","ENSP00000296932","6","142302330","142443379","0"
"Q86SQ4-1","Q86SQ4-3","ENST00000367609","ENSP00000356581","6","142302330","142443512","0"
"Q86SQ4-1","Q86SQ4-4","ENST00000367608","ENSP00000356580","6","142302330","142443512","0"
"Q86SQ4-1","H0YGP2-1","ENST00000508295","ENSP00000444123","6","142390312","142400598","0"
"Q86SQ4-1","F5H054-1","ENST00000435011","ENSP00000438366","6","142309545","142367888","0"
"Q86SQ0-1","A0A1W2PQ63-1","ENST00000478733","ENSP00000491559","3","111884718","111952613","0"
"Q86SQ0-1","Q86SQ0-1","ENST00000431670","ENSP00000405405","3","111884078","111974560","0"
"Q86SQ0-1","A0A1W2PRJ2-1","ENST00000640905","ENSP00000492282","3","111953930","111962310","0"
"Q86SQ0-1","Q86SQ0-2","ENST00000481953","ENSP00000418319","3","111884078","111974560","0"
"Q86SQ0-1","Q86SQ0-3","ENST00000393923","ENSP00000377500","3","111845869","111974560","0"
"Q86SQ0-1","G5E9V3-1","ENST00000477695","ENSP00000418198","3","111884078","111913726","0"
"Q86SQ0-1","E9PDY7-1","ENST00000478922","ENSP00000417497","3","111884078","111885634","0"
"Q86SQ0-1","E9PFQ4-1","ENST00000498699","ENSP00000418296","3","111884078","111969848","0"
"Q86SQ0-1","E9PGF6-1","ENST00000495180","ENSP00000420303","3","111911632","111974560","0"
"Q86SQ0-1","A0A1W2PRT1-1","ENST00000638331","ENSP00000492652","3","111948971","111974560","0"
"Q9GZT3-1","H0YJ07-1","ENST00000553981","ENSP00000450587","14","77708178","77715865","0"
"Q8WXE9-1","H0YJ05-1","ENST00000553821","ENSP00000450577","14","81276998","81268415","1"
"Q6GYQ0-1","H0YJ04-1","ENST00000554573","ENSP00000450574","14","35627276","35539642","1"
"P25788-1","H0YJ03-1","ENST00000553677","ENSP00000450573","14","58257925","58271892","0"
"Q9H4B6-1","H0YJ02-1","ENST00000553731","ENSP00000450571","14","50665365","50635371","1"
"Q86TZ1-1","H0YJ01-1","ENST00000555921","ENSP00000450568","14","37827301","37837489","0"
"P51003-1","H0YJ00-1","ENST00000553461","ENSP00000450564","14","96527442","96534606","0"
"P68104-1","A0A7I2V5N4-1","ENST00000678515","ENSP00000504630","6","73520026","73517995","1"
"Q9H6D7-1","H0YJ09-1","ENST00000553420","ENSP00000450612","14","22952683","22951524","1"
"O75843-1","H0YJ08-1","ENST00000557162","ENSP00000450588","14","23564631","23563481","1"
"Q9H3R0-1","C9J879-1","ENST00000428870","ENSP00000405739","9","6980943","7174726","0"
"Q8N9H8-1","E9PI94-1","ENST00000460390","ENSP00000436717","9","137395357","137383313","1"
"Q8N9H8-1","E9PSB6-1","ENST00000491734","ENSP00000435830","9","137366632","137354595","1"
"Q8N9H8-1","Q8N9H8-1","ENST00000340951","ENSP00000340474","9","137395357","137306953","1"
"Q8N9H8-1","Q8N9H8-4","ENST00000479452","ENSP00000431859","9","137395357","137366280","1"
"Q8N9H8-1","H0YD51-1","ENST00000478344","ENSP00000433010","9","137366541","137366098","1"
"Q8N9H8-1","Q8N9H8-5","ENST00000465160","ENSP00000432895","9","137395357","137393123","1"
"Q7RTS3-1","A0A1W2PR29-1","ENST00000640579","ENSP00000492055","10","23193354","23193771","0"
"O14986-1","A0A0A0MRU3-1","ENST00000377284","ENSP00000366498","9","68822615","68876785","0"
"O14986-1","A0A0A0MSP5-1","ENST00000437200","ENSP00000398587","9","68822615","68894353","0"
"O14986-1","O14986-2","ENST00000478500","ENSP00000435778","9","68822615","68963207","0"
"O14986-1","O14986-3","ENST00000541509","ENSP00000438082","9","68822615","69008450","0"
"O14986-1","A0A0A0MT25-1","ENST00000440050","ENSP00000411477","9","68822615","68889133","0"
"O14986-1","O14986-1","ENST00000265382","ENSP00000265382","9","68822615","68991257","0"
"P15018-1","P15018-1","ENST00000249075","ENSP00000249075","22","30246695","30243654","1"
"P15018-1","P15018-2","ENST00000403987","ENSP00000384450","22","30246695","30243817","1"
"O14983-1","H3BUU3-1","ENST00000562185","ENSP00000457798","16","28882502","28882579","0"
"O14983-1","O14983-1","ENST00000357084","ENSP00000349595","16","28878672","28904202","0"
"O14983-1","O14983-2","ENST00000395503","ENSP00000378879","16","28878672","28903701","0"
"O14983-1","O14983-3","ENST00000536376","ENSP00000443101","16","28882502","28903701","0"
"O14983-1","H3BTF1-1","ENST00000564470","ENSP00000457148","16","28888897","28892380","0"
"O14983-1","H3BUT9-1","ENST00000564112","ENSP00000457793","16","28903373","28903703","0"
"O14983-1","H3BTW4-1","ENST00000564732","ENSP00000457357","16","28887663","28894889","0"
"O14983-1","H3BVB2-1","ENST00000563975","ENSP00000458035","16","28879065","28882549","0"
"O14981-1","A0A0A0MTH9-1","ENST00000544642","ENSP00000439924","10","91935152","92028930","0"
"O14981-1","O14981-1","ENST00000265990","ENSP00000265990","10","91924077","92028930","0"
"O14980-1","C9IYM2-1","ENST00000449444","ENSP00000406819","2","61533897","61526462","1"
"O14980-1","F8WF71-1","ENST00000428210","ENSP00000407170","2","61533897","61526402","1"
"O14980-1","C9J673-1","ENST00000443240","ENSP00000406428","2","61533897","61502008","1"
"O14980-1","O14980-1","ENST00000676553","ENSP00000504247","2","61533897","61478823","1"
"O14980-1","C9JKM9-1","ENST00000451765","ENSP00000413853","2","61533897","61478956","1"
"O14980-1","A0A7I2V2C5-1","ENST00000679035","ENSP00000502854","2","61533897","61520432","1"
"O14980-1","A0A7I2V2H0-1","ENST00000678877","ENSP00000502889","2","61533897","61478823","1"
"O14980-1","A0A7I2V2S3-1","ENST00000676889","ENSP00000503075","2","61533897","61478823","1"
"O14980-1","A0A7I2V2Y6-1","ENST00000676999","ENSP00000502940","2","61533897","61478823","1"
"O14980-1","A0A7I2V396-1","ENST00000676783","ENSP00000503342","2","61533897","61529121","1"
"O14980-1","A0A7I2V3J1-1","ENST00000677422","ENSP00000503474","2","61533897","61498870","1"
"O14980-1","A0A7I2V3N0-1","ENST00000678172","ENSP00000503554","2","61533897","61488212","1"
"O14980-1","A0A7I2V3P3-1","ENST00000678741","ENSP00000503395","2","61533897","61482416","1"
"O14980-1","A0A7I2V3W6-1","ENST00000677803","ENSP00000503702","2","61526431","61478823","1"
"O14980-1","A0A7I2V461-1","ENST00000676771","ENSP00000503808","2","61533897","61478823","1"
"O14980-1","A0A7I2V488-1","ENST00000677476","ENSP00000503789","2","61499801","61478823","1"
"O14980-1","A0A7I2V4A3-1","ENST00000678360","ENSP00000503638","2","61533897","61488891","1"
"O14980-1","A0A7I2V531-1","ENST00000677289","ENSP00000504286","2","61526453","61502308","1"
"O14980-1","A0A7I2V6B9-1","ENST00000677556","ENSP00000504749","2","61502010","61478823","1"
"O14980-1","A0A7I2YQP1-1","ENST00000678263","ENSP00000504172","2","61533897","61499851","1"
"O14980-1","A0A7I2YQV4-1","ENST00000676789","ENSP00000504617","2","61533897","61478918","1"
"O14980-1","A0A7I2YQX3-1","ENST00000677850","ENSP00000504771","2","61533897","61478823","1"
"O14980-1","A0A7P0Z4B7-1","ENST00000680228","ENSP00000505574","2","61533897","61502268","1"
"Q96KC8-1","Q5T1X2-1","ENST00000476103","ENSP00000431248","10","22003434","21920961","1"
"Q96KC8-1","Q96KC8-1","ENST00000376980","ENSP00000366179","10","22003434","21756690","1"
"Q9H1H9-1","H0Y307-1","ENST00000358380","ENSP00000351150","6","17817200","17771898","1"
"P11532-1","H0Y304-1","ENST00000358062","ENSP00000350765","X","31875373","31121836","1"
"P00738-1","H0Y300-1","ENST00000357763","ENSP00000350406","16","72054653","72060887","0"
"Q8TC05-1","H0Y301-1","ENST00000357874","ENSP00000350544","12","68295323","68280725","1"
"P09651-1","A0A7I2V5N7-1","ENST00000679026","ENSP00000504539","12","54283812","54284560","0"
"Q96KC2-1","Q96KC2-1","ENST00000377275","ENSP00000366487","10","18659638","18675213","0"
"A6NJW9-1","A0A2R8Y6U7-1","ENST00000416057","ENSP00000495575","2","106487427","106544034","0"
"A6NJW9-1","A6NJW9-1","ENST00000643224","ENSP00000496416","2","106487427","106506937","0"
"Q00341-1","C9JZI8-1","ENST00000452065","ENSP00000387782","2","241266869","241256765","1"
"O75208-1","H3BRC0-1","ENST00000567933","ENSP00000456174","16","57447506","57460621","0"
"Q9NRP2-1","H3BRC3-1","ENST00000486645","ENSP00000456177","16","80997394","80980811","1"
"Q8NBJ4-1","C9J941-1","ENST00000466178","ENSP00000418155","9","86079320","86077481","1"
"P56270-1","H3BRC5-1","ENST00000561855","ENSP00000456179","16","29806702","29808289","0"
"Q96IC2-1","H3BRC7-1","ENST00000566518","ENSP00000456182","16","20806954","20821774","0"
"Q15046-1","H3BRC9-1","ENST00000562875","ENSP00000456185","16","75647639","75636093","1"
"P10275-1","F5GZG9-1","ENST00000396044","ENSP00000379359","X","67545147","67723714","0"
"Q96NM4-1","Q5JYD4-1","ENST00000413823","ENSP00000390876","20","44054351","44068933","0"
"Q7Z7M0-1","F5GZG7-1","ENST00000378073","ENSP00000367313","19","42370781","42376772","0"
"Q9H3S4-1","F5GZG6-1","ENST00000378099","ENSP00000367339","7","144835602","144453548","1"
"P54803-1","G3V5E8-1","ENST00000557316","ENSP00000452314","14","87993164","87981436","1"
"O14678-1","H0YJ78-1","ENST00000481348","ENSP00000434792","14","74290452","74286792","1"
"O14678-1","E9PI46-1","ENST00000481935","ENSP00000436782","14","74302912","74298059","1"
"O14678-1","E9PPB6-1","ENST00000555617","ENSP00000451521","14","74302912","74299597","1"
"O14678-1","H0YJX8-1","ENST00000553998","ENSP00000452430","14","74295940","74292852","1"
"O14678-1","H0YJ82-1","ENST00000555904","ENSP00000450982","14","74288768","74286392","1"
"O14678-1","O14678-1","ENST00000356924","ENSP00000349396","14","74302912","74286464","1"
